"file path",copyright
vscode-main-1.zip/vscode-main/extensions/vscode-api-tests/src/singlefolder-tests/notebook.document.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/src/vs/workbench/services/workingCopy/test/browser/untitledFileWorkingCopy.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/src/vs/workbench/services/workingCopy/test/browser/resourceWorkingCopy.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/extensions/vscode-api-tests/src/singlefolder-tests/notebook.kernel.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/extensions/vscode-api-tests/src/singlefolder-tests/workspace.fs.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/extensions/vscode-api-tests/src/singlefolder-tests/workspace.tasks.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/src/vs/workbench/services/workingCopy/test/browser/storedFileWorkingCopy.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/extensions/vscode-api-tests/src/singlefolder-tests/workspace.event.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/extensions/vscode-api-tests/src/singlefolder-tests/state.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/src/vs/workbench/services/workingCopy/test/browser/fileWorkingCopyManager.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/src/vs/workbench/services/workingCopy/test/browser/workingCopyEditorService.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/src/vs/workbench/services/workingCopy/test/browser/workingCopyBackupTracker.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/extensions/vscode-api-tests/src/singlefolder-tests/terminal.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/src/vs/workbench/services/workingCopy/test/common/workingCopyService.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/extensions/vscode-api-tests/src/singlefolder-tests/languages.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/extensions/vscode-api-tests/src/singlefolder-tests/configuration.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/extensions/vscode-api-tests/src/singlefolder-tests/index.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/extensions/vscode-api-tests/src/singlefolder-tests/interactiveWindow.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/extensions/vscode-api-tests/src/singlefolder-tests/readonlyFileSystem.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/src/vs/workbench/services/workingCopy/test/electron-sandbox/workingCopyBackupTracker.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/extensions/vscode-api-tests/src/singlefolder-tests/quickInput.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/extensions/vscode-api-tests/src/singlefolder-tests/env.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/extensions/vscode-api-tests/src/extension.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/extensions/vscode-api-tests/src/memfs.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/src/vs/workbench/services/workingCopy/test/electron-sandbox/workingCopyBackupService.test.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/extensions/jake/extension.webpack.config.js,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/extensions/grunt/extension.webpack.config.js,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/extensions/gulp/extension.webpack.config.js,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
vscode-main-1.zip/vscode-main/extensions/jake/src/main.ts,"Copyright (c) Microsoft Corporation. All rights reserved. Licensed under the MIT License. See License.txt in the project root for license information."
